"","(Intercept)","CHELSA_bio10_02","CHELSA_bio10_11","CHELSA_bio10_17","depthtobedrock2","Dry.or.Fleshy.Fruit","GLOBAL_SLOPE_10MIN","main_habitat","Mean.Corolla.Diameter","Mean.Seed.Length","Mean.Seed.Number.per.Fruit","meancarbon","meanpH","meanwatercap","Most.Common.Life.Form","df","logLik","AICc","delta","weight","rsqs"
"1067",60.0493359361217,NA,-11.7172510276882,NA,0.537476932040092,NA,-0.0650995498939955,NA,NA,NA,NA,-0.102658020321784,NA,NA,NA,6,-390.428869157581,793.241299958998,32.3081424413227,1.18051270224047e-09,0.019
"4532",29.6967199597653,0.813342542795043,-6.91001611236999,NA,NA,"+",-0.13060689008632,NA,0.141760286486614,0.104413003084592,NA,NA,NA,0.533566673727975,NA,9,-387.204035376164,793.241404085661,32.3082465679854,1.18045124241642e-09,0.047
"6906",-37.0263733989636,0.733621268673445,NA,NA,1.63273549561525,"+",-0.18558870990599,"+",0.150422531425666,NA,0.115907473520375,NA,3.80582133815916,1.89823013949439,NA,11,-385.00394464638,793.241534152574,32.3083766348984,1.18037447608811e-09,0.065
"12785",-4.43163324171229,NA,NA,NA,NA,"+",-0.119092072583461,"+",0.0588866548055262,0.0401925379965418,NA,NA,NA,-0.160185722190988,"+",9,-387.204283835735,793.241901004804,32.3087434871284,1.18015798443946e-09,0.047
"8098",-24.3850399819912,0.757479883973558,NA,NA,NA,NA,-0.263351921122593,NA,0.0842447407574028,0.176340066321739,0.114812452593571,0.285082970763134,3.1520748410172,0.917011112746287,NA,10,-386.109573215882,793.242402245717,32.3092447280411,1.17986224976694e-09,0.056
"1419",63.5128130864378,NA,-12.4433591700208,NA,0.625594115419781,NA,NA,NA,0.130398186375101,0.104832587282561,NA,-0.165326653203026,NA,NA,NA,7,-389.36440554711,793.24257256211,32.3094150444349,1.17976177910318e-09,0.029
"6069",-5.03909964080424,NA,NA,0.410510331802849,NA,"+",-0.053192067274064,NA,0.0908183368464013,0.0877262390805899,0.0787672902090081,-0.669563668833823,NA,0.315045137157213,NA,10,-386.110573567107,793.244402948167,32.3112454304913,1.17868256326871e-09,0.056
"6236",-29.2764854515233,0.614176203861129,-1.07338933968268,NA,1.99793394651171,"+",NA,"+",NA,NA,NA,NA,3.44852982132487,1.60080926999204,NA,9,-387.207408021465,793.248149376264,32.3149918585885,1.17647670519953e-09,0.047
"8697",-5.63422661670758,NA,NA,NA,0.145168267066691,"+",-0.118726142947675,"+",0.0588891505133786,0.0382921058674373,NA,NA,NA,NA,"+",9,-387.207488281274,793.248309895882,32.3151523782068,1.17638228519285e-09,0.047
"963",59.8230831207359,NA,-11.3634130777916,NA,NA,NA,NA,"+",0.0947363846325271,0.122978194830593,0.0785716823958001,NA,NA,NA,NA,7,-389.367307344843,793.248376157576,32.3152186399002,1.17634331129732e-09,0.029
"5132",24.5044115818755,0.770642929926673,-6.70595482016091,NA,0.941960469888634,NA,NA,NA,NA,NA,NA,0.0326828384623266,NA,0.482429610532833,NA,7,-389.36752449387,793.248810455631,32.315652937955,1.17608789722387e-09,0.029
"13497",-6.72382264567412,NA,NA,NA,0.318820690486783,"+",-0.0911302343407146,NA,0.0758416770953361,NA,NA,-0.143733655539222,NA,0.2758146248764,"+",9,-387.207758620165,793.248850573663,32.3156930559876,1.17606430629415e-09,0.047
"250",-9.91774135131707,0.978839840650616,NA,NA,0.258511182814135,"+",-0.0925518009475705,"+",0.178861259328443,NA,NA,NA,NA,NA,NA,8,-388.295397207823,793.254388885692,32.3212313680162,1.17281210575071e-09,0.038
"16355",18.5172843549769,NA,-6.25479940479119,NA,NA,NA,-0.213705846853382,"+",0.0230205047676263,0.131855516337533,0.107107424904198,0.114514857825125,3.03980007350605,-0.283633068833765,"+",12,-383.895036119287,793.254860970969,32.321703453293,1.17253530475664e-09,0.074
"5698",-10.5775363277439,1.02585179337009,NA,NA,NA,NA,NA,"+",NA,NA,0.104154932526821,0.0063608851558774,NA,0.731772666469766,NA,7,-389.373156079549,793.260073626989,32.3269161093133,1.16948327217567e-09,0.028
"1731",63.9958115512093,NA,-11.9666506587421,NA,NA,NA,NA,"+",0.143845031563093,NA,0.0771605815666276,-0.179140006107505,NA,NA,NA,7,-389.373215601994,793.260192671877,32.3270351542014,1.16941366374466e-09,0.028
"9689",-6.61834817750813,NA,NA,NA,0.436620328321692,"+",NA,"+",0.0612844793225412,0.0447254425009296,NA,-0.130495293722885,NA,NA,"+",9,-387.213590081102,793.260513495537,32.3273559778618,1.16922609100348e-09,0.047
"890",-10.3369269850807,1.07196579990709,NA,NA,0.205506748193144,"+",-0.153353554089649,"+",NA,0.18764167420869,0.151917240141799,NA,NA,NA,NA,9,-387.213601502744,793.260536338821,32.3273788211459,1.16921273659785e-09,0.047
"7347",5.33367377848538,NA,-4.57407515303447,NA,NA,"+",-0.19621036962546,NA,0.170924341901392,NA,NA,0.131529692578219,3.43695572557003,0.585469044967837,NA,9,-387.214326659112,793.261986651557,32.3288291338819,1.16836518187836e-09,0.047
"6515",1.13232313744243,NA,-4.06442171473563,NA,NA,"+",-0.201793132571484,"+",NA,0.18747088019823,NA,NA,3.69424765235015,0.923731486993489,NA,9,-387.21459300972,793.262519352774,32.3293618350986,1.16805402854118e-09,0.047
"4300",22.530036037329,0.861358680917633,-6.5482394322935,NA,0.974956916054152,NA,NA,"+",0.18219586560528,NA,NA,NA,NA,0.567436976340332,NA,8,-388.29991922684,793.263432923727,32.3302754060513,1.16752060026573e-09,0.038
"4789",-2.3479407836909,NA,NA,0.276721285776989,NA,"+",-0.177750506704319,NA,0.118392754871074,NA,0.0589762836877765,NA,NA,-1.2704545910513,NA,8,-388.300316144822,793.26422675969,32.3310692420149,1.16705728230107e-09,0.038
"7762",-20.6024748838218,0.704807300497304,NA,NA,NA,"+",NA,"+",NA,NA,0.120464218336579,0.0562031898173583,2.72647186922666,0.740098420918294,NA,9,-387.21585735271,793.265048038754,32.3318905210783,1.16657814082914e-09,0.047
"1986",-9.47075950791346,1.08795001210038,NA,NA,NA,NA,NA,"+",0.10268839430058,0.142200837361918,0.101072485768574,0.0765408485805272,NA,NA,NA,8,-388.301793619167,793.26718170838,32.3340241907049,1.16533425828266e-09,0.038
"7947",-2.72665994678232,NA,-4.95905545325516,NA,1.69406966596656,NA,NA,NA,NA,0.211514906506467,0.119675789320861,0.0563761233685653,3.81638659200128,0.646133371686105,NA,9,-387.217387586514,793.268108506362,32.3349509886859,1.16479436866557e-09,0.047
"5763",66.412721519179,NA,-12.2666426431361,NA,NA,NA,NA,NA,0.144404750696766,NA,0.0783047782469992,-0.167120987326067,NA,-0.265421771632916,NA,7,-389.377586197439,793.268933862768,32.3357763450923,1.16431378258894e-09,0.028
"1665",-4.04882333252095,NA,NA,NA,NA,NA,NA,NA,0.133475974388645,NA,0.0707883457975641,-0.126152816054471,NA,NA,NA,5,-391.499122661999,793.270972596726,32.3378150790502,1.16312752428484e-09,0.01
"7409",-25.892506991793,NA,NA,NA,NA,"+",-0.251882937606495,"+",0.172552638084677,NA,NA,0.158809748751192,4.45605162326157,0.970020368652364,NA,9,-387.220092337714,793.273518008761,32.3403604910856,1.16164814649155e-09,0.047
"833",-4.50904907706505,NA,NA,NA,NA,NA,NA,"+",NA,0.151351336881011,0.0933501177374419,NA,NA,NA,NA,5,-391.501596551432,793.275920375592,32.3427628579165,1.16025363170509e-09,0.01
"1100",28.7669696831505,0.770394146693502,-7.23647277159609,NA,0.943620348716121,NA,NA,"+",NA,NA,NA,0.0650686665883402,NA,NA,NA,7,-389.38127928893,793.27632004575,32.3431625280746,1.16002179549414e-09,0.028
"7745",-20.6768255984408,NA,NA,NA,NA,NA,NA,"+",NA,NA,0.0958953819102846,0.0328565238489666,3.60611994718748,0.634353244765393,NA,7,-389.383191839387,793.280145146665,32.346987628989,1.15780531551929e-09,0.028
"2794",-25.2884419833256,0.63640502582521,NA,NA,1.22556843633034,NA,-0.0930533450450704,"+",0.153921913840642,NA,0.107019256523941,NA,2.89319300093653,NA,NA,9,-387.223457720563,793.28024877446,32.3470912567842,1.15774532666739e-09,0.047
"3443",5.20489205048671,NA,-4.52757003192599,NA,NA,"+",-0.214861186219723,"+",NA,0.185773545187291,NA,0.17499135824805,3.81904013897491,NA,NA,9,-387.223736706726,793.280806746785,32.3476492291093,1.15742237679289e-09,0.047
"7770",-38.2104758194624,0.715315732534304,NA,NA,2.2023680454992,"+",NA,"+",NA,NA,0.126710055080078,0.0966440645374256,3.8506284070823,1.25120351497836,NA,10,-386.129392305853,793.28204042566,32.3488829079847,1.15670865317385e-09,0.056
"2940",0.255125157056,0.549366164605967,-4.65959745794758,NA,1.216442692939,"+",-0.135777103685989,"+",NA,0.223053741851131,0.163620970263416,NA,3.14823510372544,NA,NA,11,-385.024540766795,793.282726393403,32.3495688757274,1.15631198879059e-09,0.065
"6724",-1.36182282000254,0.636867125598102,-2.8275215168036,NA,NA,NA,NA,"+",NA,NA,0.107257162706333,NA,2.11060595197036,0.717612065261449,NA,8,-388.309696447462,793.282987364971,32.3498298472954,1.15616111635777e-09,0.038
"236",33.4323890314718,0.755898325330771,-7.7867011945073,NA,0.6153668088026,NA,-0.0729227183435531,"+",0.180754266263096,NA,NA,NA,NA,NA,NA,8,-388.310004742624,793.283603955295,32.3504464376194,1.15580473241762e-09,0.038
"3404",-22.9695118225234,0.653397412900846,-1.66092582628156,NA,1.87334546449442,NA,NA,"+",NA,0.19364201254647,NA,0.274709842966542,3.65723433372104,NA,NA,9,-387.225352701781,793.284038736895,32.3508812192196,1.15555349841109e-09,0.047
"9593",-5.48479960882614,NA,NA,NA,0.202238604116454,"+",-0.0887987024169553,"+",NA,0.0665838330767321,NA,-0.0911438963879724,NA,NA,"+",9,-387.225628134248,793.28458960183,32.351432084154,1.1552352652879e-09,0.047
"1007",61.8199247779482,NA,-11.8789644680487,0.303618265297717,-0.104122112280728,NA,-0.188938478093964,"+",0.101716815750482,0.0762350058385686,0.0489165928824199,NA,NA,NA,NA,10,-386.130776717371,793.284809248695,32.3516517310193,1.15510840035206e-09,0.056
"4461",1.8981672542678,NA,NA,0.371051932203748,-0.835031470144664,NA,-0.152992535737647,"+",NA,0.103657294726819,NA,NA,NA,-1.29122348902542,NA,8,-388.311167538408,793.285929546863,32.3527720291872,1.15446154862332e-09,0.038
"13681",-4.90896740298827,NA,NA,NA,NA,"+",-0.103250552567183,"+",NA,0.0681034627480208,NA,-0.111085755081378,NA,0.193416154757864,"+",9,-387.227805458172,793.288944249677,32.3557867320014,1.15272268025564e-09,0.047
"3900",-13.0351299157758,0.640274371646071,-2.54785683967793,NA,0.962008068794567,"+",-0.198409448079266,NA,NA,0.213579682307619,0.150764709014094,0.301900151127471,3.41493021050547,NA,NA,11,-385.027724835675,793.289094531164,32.3559370134884,1.15263606707054e-09,0.065
"5757",-1.5793697093572,NA,NA,0.466558592364399,-0.621041202047053,"+",-0.0676427038330978,"+",NA,NA,0.0812473725874247,-0.592681001433871,NA,0.119243175291139,NA,10,-386.133914492295,793.291084798544,32.3579272808686,1.15148961062112e-09,0.056
"3428",-22.066889212691,0.732574362015124,-0.0940992938250815,NA,NA,NA,-0.265023338491049,"+",NA,0.191855565929954,NA,0.384856989297655,3.42850717978601,NA,NA,9,-387.231563555919,793.296460445172,32.3633029274964,1.14839876568329e-09,0.047
"444",38.1056848200862,0.729807325420001,-8.4241939942401,NA,0.394498489420228,"+",-0.0811251156318101,NA,0.140475205466807,0.106709875895403,NA,NA,NA,NA,NA,9,-387.231647152875,793.296627639084,32.3634701214085,1.14830276705484e-09,0.047
"1460",33.8792603916112,0.808017274971542,-7.4266992306193,NA,NA,"+",-0.130904228698536,NA,0.141460124935316,0.104032889860057,NA,0.0747491376290053,NA,NA,NA,9,-387.232130329938,793.297593993209,32.3644364755338,1.14774806751663e-09,0.047
"1443",63.7846613438194,NA,-11.9422170749519,NA,NA,NA,-0.0790796999025217,NA,0.129475435095779,0.1053933400095,NA,-0.138029359656937,NA,NA,NA,7,-389.392297239288,793.298355946466,32.3651984287901,1.14731088561123e-09,0.028
"7180",-23.3500437233203,0.620492221750532,-1.38391474939155,NA,1.69916480006721,NA,NA,NA,NA,NA,NA,0.207206736674428,2.99367699051962,1.05475443070463,NA,8,-388.317843407396,793.299281284839,32.3661237671633,1.14678018299633e-09,0.037
"1706",-11.3576969904247,1.10727787521165,NA,NA,0.23297987639112,NA,-0.16949763057708,NA,0.146642209249517,NA,0.0898406664920326,0.238168542102848,NA,NA,NA,8,-388.318065048644,793.299724567334,32.3665670496581,1.14652603737172e-09,0.037
"417",-4.4654059160078,NA,NA,NA,NA,NA,-0.118837338288905,NA,0.120954870678202,0.0843522218577398,NA,NA,NA,NA,NA,5,-391.514095224355,793.300917721438,32.3677602037625,1.14584225023422e-09,0.01
"7746",-19.822210036591,0.725910993984151,NA,NA,NA,NA,NA,"+",NA,NA,0.10389301901798,0.103563439375599,2.54464018973283,0.692112450837179,NA,8,-388.318701808699,793.300998087443,32.3678405697675,1.14579620777727e-09,0.037
"3652",2.40346675908836,0.642941171715082,-3.26165276839396,NA,NA,NA,NA,"+",NA,NA,0.106029024305997,0.128090200366108,2.16501503232519,NA,NA,8,-388.318778192327,793.3011508547,32.3679933370241,1.14570869104808e-09,0.037
"7514",-38.7219899096035,0.681572337644839,NA,NA,2.10487909547846,"+",NA,"+",NA,0.191406517207213,NA,0.129200612672816,4.10280331221637,1.2967033303902,NA,10,-386.139925376192,793.303106566338,32.369949048662,1.14458890072372e-09,0.056
"6972",-17.4581728086735,0.594623482968315,-2.27865036102025,NA,1.12888870950279,"+",-0.157829992042147,NA,NA,0.216347028417946,0.153029788815095,NA,3.18545161295719,1.51282897437375,NA,11,-385.03540450322,793.304453866253,32.3712963485769,1.14381810811076e-09,0.065
"12537",-5.2963588277319,NA,NA,NA,0.154715798309927,"+",-0.111698359089103,"+",0.0715769680310017,NA,NA,NA,NA,-0.130390182664973,"+",9,-387.235766390275,793.304866113884,32.3717085962085,1.14358236425483e-09,0.047
"6045",-3.86482887294235,NA,NA,0.417910014806387,-0.158029447243836,"+",NA,NA,0.0945291330526892,0.0881495312938477,0.0753144852238747,-0.700891442035767,NA,0.229900166574907,NA,10,-386.141445328847,793.306146471647,32.3729889539718,1.1428505012624e-09,0.056
"739",59.7918134657913,NA,-11.3533507561349,NA,NA,NA,-0.140240003159641,"+",0.135493936522375,NA,0.0756218001067555,NA,NA,NA,NA,7,-389.396451139597,793.306663747085,32.373506229409,1.14255495523735e-09,0.028
"4787",71.2635780609776,NA,-12.9883560849745,NA,NA,"+",-0.136382254414506,NA,0.129980655086451,NA,0.0966650690095626,NA,NA,-0.827196636367418,NA,8,-388.321576301468,793.306747072981,32.3735895553059,1.14250735402078e-09,0.037
"6890",-36.7386336878648,0.743281869262347,NA,NA,1.72570111263736,NA,-0.166687966651758,"+",0.157591759671603,NA,0.0985970972692691,NA,3.5876221335025,1.98331941532657,NA,10,-386.142765741111,793.308787296175,32.3756297784995,1.14134246327981e-09,0.056
"15868",-36.6704863809944,0.922335437660383,0.229250449450863,NA,1.74595768798363,"+",-0.18649780461413,"+",0.084639889283113,0.0849459927243304,NA,0.274839190024952,3.55736050374592,0.780470003318216,"+",14,-381.659602718144,793.309726763302,32.3765692456266,1.140806462316e-09,0.093
"7075",8.60142333618194,NA,-5.04379207630633,NA,NA,NA,-0.185083117210838,NA,0.0750553302964795,0.179662125353436,0.112607003651789,NA,3.20932644924742,0.792055476808279,NA,9,-387.239181126958,793.31169558725,32.3785380695742,1.13968399135224e-09,0.047
"1099",60.2064600374814,NA,-11.8760177982684,NA,0.697261408973641,NA,NA,"+",NA,NA,NA,-0.120236237514588,NA,NA,NA,6,-390.464213023028,793.311987689891,32.3788301722157,1.13951755115481e-09,0.019
"1809",-3.88408432187381,NA,NA,NA,NA,"+",NA,NA,NA,0.160544310134497,0.120784047076816,-0.21247543225542,NA,NA,NA,6,-390.464599045216,793.312759734268,32.3796022165924,1.13907775698665e-09,0.019
"500",36.8660783091176,0.770836185866152,-7.87382340150021,NA,NA,"+",-0.117380526190768,"+",0.142548060373413,0.10643805262112,NA,NA,NA,NA,NA,9,-387.239803039852,793.312939413038,32.3797818953626,1.13897542753804e-09,0.047
"6905",-37.9733565642719,NA,NA,NA,1.65057541503097,"+",-0.179578795373692,"+",0.13954959777135,NA,0.107195223035907,NA,4.98843278834737,1.59449004567358,NA,10,-386.146943020741,793.317141855435,32.3839843377599,1.1365847008274e-09,0.056
"7332",-23.5675365840007,0.742055730958374,0.0581922679519948,NA,NA,NA,-0.237330576370447,NA,0.181386396671798,NA,NA,0.316014398233631,2.89293218257765,0.988332107081966,NA,9,-387.241917838406,793.317169010146,32.3840114924707,1.13656926911775e-09,0.047
"7537",-26.3080120698116,NA,NA,NA,NA,"+",-0.257876772357718,"+",NA,0.187188140432037,NA,0.155853797675504,4.61759593020057,0.944600798028048,NA,9,-387.242381418632,793.318096170597,32.3849386529217,1.13604250018891e-09,0.047
"6564",-7.70528832583773,0.596027924367746,-2.29879626408206,NA,NA,NA,-0.157343644076335,NA,0.135934352924597,0.136306307669093,NA,NA,2.34115371276204,1.50969628935885,NA,9,-387.24341498251,793.320163298354,32.387005780678,1.13486893427882e-09,0.047
"5810",-12.5053302920479,1.11560939791474,NA,NA,NA,"+",-0.197333367503566,NA,0.141824088755366,NA,0.104682743862341,0.0804660383472626,NA,0.977555302172256,NA,9,-387.243957828557,793.321248990447,32.3880914727714,1.1342530423467e-09,0.047
"683",58.7332713911507,NA,-11.5766624533041,NA,0.453293491580822,NA,-0.131715254297042,NA,0.135036970706787,NA,0.0751615585055131,NA,NA,NA,NA,7,-389.404582746852,793.322926961595,32.389769443919,1.13330181949405e-09,0.028
"817",-4.71917375365139,NA,NA,NA,NA,"+",-0.179911582607514,NA,NA,0.14334800818367,0.115885521663298,NA,NA,NA,NA,6,-390.469801713326,793.323165070487,32.3900075528113,1.13316690290498e-09,0.019
"4877",-1.58892500756994,NA,NA,0.273253702269836,0.131204555026681,NA,NA,NA,NA,0.114033979547034,0.0670754445359663,NA,NA,-1.67370163377865,NA,7,-389.405884549855,793.325530567599,32.3923730499239,1.13182744366443e-09,0.028
"2788",12.9276985212043,0.574478484841856,-4.93740592596292,NA,NA,NA,-0.157949249869048,"+",0.154582782370147,NA,0.101263738550944,NA,1.99629283681431,NA,NA,9,-387.24631976832,793.325972869974,32.3928153522984,1.13157716635708e-09,0.047
"13529",-7.53804419652408,NA,NA,NA,0.499650768821963,"+",NA,"+",0.0765373570410777,NA,NA,-0.153551536801233,NA,0.248936292095526,"+",9,-387.247199846738,793.32773302681,32.3945755091343,1.13058172781098e-09,0.047
"7482",-32.6633320239555,0.660268299880129,NA,NA,1.16800189031712,"+",-0.185007356525185,NA,NA,0.185759436159847,NA,0.268559316500337,3.70192023664862,1.23487386632981,NA,10,-386.152518218124,793.328292250202,32.3951347325262,1.13026564812847e-09,0.056
"16371",20.9956953270494,NA,-6.76209034720082,NA,NA,"+",-0.216308554538411,"+",0.0166805101770112,0.136226126797394,0.125649311761438,0.0673167547850928,3.12622049395588,-0.258896679141189,"+",13,-382.805750697098,793.328482526272,32.3953250085965,1.13015812199052e-09,0.083
"3818",-32.4463784133961,0.799510864033453,NA,NA,1.43686932976985,NA,-0.21776275056351,"+",0.155571009521138,NA,0.0964811225724017,0.400041444441698,3.8500083711137,NA,NA,10,-386.152764343661,793.328784501275,32.3956269835991,1.1299874951212e-09,0.056
"927",58.2117303064315,NA,-12.1562420097326,0.183960802123635,1.02487978342112,"+",NA,NA,0.11260069755113,0.0653292029930916,0.0520983540170867,NA,NA,NA,NA,9,-387.247884131942,793.329101597217,32.395944079541,1.12980835209841e-09,0.047
"4105",-6.7313275651334,NA,NA,NA,0.471884032613929,NA,NA,NA,NA,NA,NA,NA,NA,0.103368686302165,NA,4,-392.57423719312,793.329469861353,32.3963123436774,1.12960033730152e-09,0.001
"6851",17.3212941650208,NA,-5.97018206570228,NA,NA,NA,NA,"+",0.155828272882169,NA,0.0744615386362774,NA,2.82770932150178,0.213640142611155,NA,8,-388.3335997349,793.330793939846,32.39763642217,1.12885274504064e-09,0.037
"7475",2.26437068461598,NA,-4.17797229640344,NA,NA,"+",-0.206149627553573,NA,NA,0.184229207841334,NA,0.131920608249917,3.6731537132101,0.593340742850145,NA,9,-387.248905187627,793.331143708586,32.3979861909108,1.12865534360073e-09,0.047
"5131",60.6543164699706,NA,-11.9571243600133,NA,0.731267722504002,NA,NA,NA,NA,NA,NA,-0.128896013711332,NA,-0.0425373905491071,NA,6,-390.474250057618,793.332061759072,32.3989042413961,1.12813738119582e-09,0.019
"7308",-24.3608687669285,0.668722603714974,-1.32410470613203,NA,1.64160179205627,NA,NA,NA,0.183758674700547,NA,NA,0.209887373920747,3.0523996907701,1.08196483951176,NA,9,-387.250600570783,793.334534474899,32.4013769572233,1.12674346148631e-09,0.047
"4794",-14.5658273127817,1.08436961179777,NA,NA,0.327884377013109,"+",-0.162366890365379,NA,0.141337139240802,NA,0.106002542240738,NA,NA,1.25902395396368,NA,9,-387.25244556636,793.338224466053,32.4050669483777,1.12466654132665e-09,0.047
"1123",60.4152931731438,NA,-11.3075882627825,NA,NA,NA,-0.0950820106429274,"+",NA,NA,NA,-0.0819583000124147,NA,NA,NA,6,-390.477859419618,793.339280483072,32.4061229653968,1.12407286456941e-09,0.019
"4810",-17.5586203723004,1.13575515704866,NA,NA,1.02798591676132,NA,NA,"+",0.156287727931316,NA,0.0825258907674141,NA,NA,1.05038893609862,NA,8,-388.338207719299,793.340009908644,32.4068523909685,1.12366297557386e-09,0.037
"997",-6.03309531661117,NA,NA,0.294604654294516,NA,NA,-0.168226619443977,"+",0.0953568026648683,0.0656065293186776,0.0465626748932556,NA,NA,NA,NA,8,-388.339388275593,793.342371021232,32.4092135035567,1.12233721089954e-09,0.037
"3779",19.9066086962373,NA,-6.29804741721216,NA,NA,NA,NA,"+",0.155439419988737,NA,0.0751376320964908,0.0206690674228751,2.77779408515968,NA,NA,8,-388.341753677544,793.347101825134,32.4139443074582,1.11968556960654e-09,0.037
"827",61.618918554829,NA,-11.9892841278615,NA,0.318899657051423,"+",-0.182210024716079,NA,NA,0.154831103901435,0.1210982092467,NA,NA,NA,NA,8,-388.343002871985,793.349600214016,32.4164426963405,1.11828773788076e-09,0.037
"13721",-7.78514019799315,NA,NA,NA,0.566596934026031,"+",NA,NA,0.0639705648074969,0.0430838192488991,NA,-0.191861594420445,NA,0.266151939833295,"+",9,-387.258492252366,793.350317838065,32.4171603203895,1.11788655477252e-09,0.046
"4747",67.1049378332949,NA,-12.8796773857575,NA,0.71433357680462,NA,NA,NA,0.140533644743549,NA,0.0743394289433241,NA,NA,-0.808365224732196,NA,7,-389.419772741392,793.353306950673,32.4201494329978,1.11621705826376e-09,0.028
"8089",-36.4661132142942,NA,NA,NA,1.75725776475239,"+",NA,NA,0.0726091957181167,0.179640689245924,0.118620304432581,0.0546262509348772,4.7325728769714,1.11777770073682,NA,10,-386.165051997258,793.35335980847,32.420202290794,1.11618755826672e-09,0.056
"15851",-0.952233799799881,NA,-5.14492389178356,NA,1.71882604545441,NA,-0.118171847359163,"+",0.0702327408811921,0.0918450120384469,NA,0.142211920194696,3.80331926624381,0.197266525130569,"+",12,-383.946818478103,793.3584256886,32.4252681709243,1.11336389966885e-09,0.074
"6748",-29.9530607337765,0.664968673977969,-1.15579747523211,NA,2.11609776845035,"+",NA,"+",NA,NA,0.129730329563504,NA,3.57071788867819,1.40433138333957,NA,10,-386.167855651071,793.358967116096,32.42580959842,1.11306253754812e-09,0.056
"843",58.6444863882863,NA,-11.842626700024,NA,0.772060896010027,NA,NA,"+",NA,0.161672143834368,0.0996492530597442,NA,NA,NA,NA,7,-389.423210844845,793.360183157581,32.4270256399052,1.11238597813938e-09,0.028
"13777",-4.66167299025231,NA,NA,NA,NA,"+",NA,"+",0.0635053560480263,0.0478139456163466,NA,-0.15557234610097,NA,0.143029651735003,"+",9,-387.263523785305,793.360380903943,32.4272233862673,1.11227599843627e-09,0.046
"4139",61.7555822402719,NA,-11.8288619801101,NA,0.468498052736109,NA,-0.089307107601343,NA,NA,NA,NA,NA,NA,-0.392281547125741,NA,6,-390.488415423718,793.360392491273,32.427234973597,1.11226955430058e-09,0.019
"6611",15.4716565529902,NA,-5.91693812056796,NA,NA,"+",NA,"+",0.133630932974828,0.132349979470649,NA,NA,3.17039764216893,0.258866100793178,NA,9,-387.263866956666,793.361067246666,32.4279097289902,1.11189436265454e-09,0.046
"1228",28.5346044392635,0.829252135778316,-7.26530373656966,NA,0.8914406963719,NA,NA,"+",0.181741394737799,NA,NA,0.0616806515466806,NA,NA,NA,8,-388.349355392314,793.362305254675,32.4291477369993,1.11120630856753e-09,0.037
"3484",-6.15881152984389,0.577251720449916,-3.72323819075709,NA,1.36962971467589,"+",NA,NA,0.137655784977176,0.130362028116465,NA,0.235164520813747,3.04743902763634,NA,NA,10,-386.170094943199,793.363445700351,32.430288182675,1.11057285397514e-09,0.056
"749",-2.98441387345345,NA,NA,0.309334980499812,-0.592509021204623,NA,-0.200153225758482,"+",0.122527187106656,NA,0.0362917628690541,NA,NA,NA,NA,8,-388.350654155782,793.36490278161,32.4317452639349,1.10976405118712e-09,0.037
"5260",24.4337110089195,0.820802830072706,-6.7496547068945,NA,0.87098183150936,NA,NA,NA,0.180111289823423,NA,NA,0.0319548314907081,NA,0.498096276598623,NA,8,-388.351550323369,793.366695116783,32.4335375991078,1.10876996211756e-09,0.037
"4578",-12.6624690637061,1.09161754950536,NA,NA,NA,NA,-0.163661862640746,"+",0.145040880653941,0.103277996179331,NA,NA,NA,1.28717369402359,NA,8,-388.351614319413,793.366823108872,32.4336655911969,1.10869900749609e-09,0.037
"7538",-25.7243927878362,0.722013295646799,NA,NA,NA,"+",-0.278766368954521,"+",NA,0.188658463987791,NA,0.241434607326592,3.60455726237338,1.02080528619606,NA,10,-386.172073921876,793.367403657705,32.4342461400291,1.1083772272436e-09,0.056
"107",57.7115514095831,NA,-11.2903433463359,NA,0.440841680814137,NA,-0.097034590311373,"+",NA,NA,NA,NA,NA,NA,NA,6,-390.492930902118,793.369423448072,32.4362659303965,1.10725844744034e-09,0.019
"14316",22.4103777126571,1.04778498974851,-6.51818132290875,NA,0.992912552843532,NA,-0.1322948020822,"+",0.030343822562915,0.0988085762467034,0.10987750941667,0.0969495332800363,NA,-0.134459877725471,"+",13,-382.826294302578,793.369569737232,32.4364122195561,1.10717746044838e-09,0.083
"5155",61.3933340618041,NA,-11.4250593852691,NA,NA,NA,-0.098744273453224,NA,NA,NA,NA,-0.0868186877138566,NA,-0.099100545247758,NA,6,-390.493169230594,793.369900105024,32.4367425873486,1.10699458766588e-09,0.019
"3372",-16.6810108224486,0.630196635555497,-1.79933028417304,NA,1.02882888750544,NA,-0.164810845359915,NA,NA,0.188487795318085,NA,0.392913236812401,3.25792781648964,NA,NA,9,-387.268960249473,793.37125383228,32.4380963146043,1.10624555681772e-09,0.046
"13625",-6.54507078391082,NA,NA,NA,0.316266947606728,"+",-0.0934133900420752,NA,NA,0.0658897492037711,NA,-0.14839560674753,NA,0.252931205658558,"+",9,-387.269878876973,793.37309108728,32.4399335696042,1.10522979585192e-09,0.046
"3700",-15.9266878633475,0.728987970347732,-1.03701950114396,NA,NA,"+",-0.296412495188193,"+",NA,NA,0.137422910264641,0.310343352642828,3.23829411512311,NA,NA,10,-386.175155310887,793.373566435728,32.4404089180521,1.10496714243216e-09,0.056
