"x"
"(Lythraceae) Punica"
"(Onagraceae) Tetrapteron"
"(Onagraceae) Camissoniopsis"
"(Onagraceae) Neoholmgrenia"
"(Onagraceae) Camissonia"
"(Onagraceae) Eremothera"
"(Onagraceae) Clarkia"
"(Onagraceae) Gayophytum"
"(Onagraceae) Eulobus"
"(Onagraceae) Oenothera"
"(Onagraceae) Chylismia"
"(Onagraceae) Epilobium"
"(Onagraceae) Gongylocarpus"
"(Onagraceae) Lopezia"
"(Onagraceae) Fuchsia"
"(Onagraceae) Ludwigia"
"(Combretaceae) Macropteranthes"
"(Combretaceae) Dansiea"
"(Combretaceae) Lumnitzera"
"(Combretaceae) Terminalia"
"(Combretaceae) Conocarpus"
"(Combretaceae) Combretum"
"(Combretaceae) Strephonema"
